genome	original	gbk_2pc100	gbk_5pc80	gbk_5pc100	gbk_10pc70	gbk_2pc100_degradation	gbk_5pc80_degradation	gbk_5pc100_degradation	gbk_10pc70_degradation
GCA_900313215	1925	1895	1925	1813	1703	1.5584415584415585	0.0	5.818181818181818	11.532467532467534
GCA_900313155	1091	1059	1036	1037	954	2.933088909257562	5.0412465627864345	4.949587534372136	12.557286892758937
GCA_900317455	1729	1705	1646	1652	1729	1.3880855986119145	4.8004626951995375	4.4534412955465585	0.0
GCA_900317115	2878	2854	2878	2798	2635	0.8339124391938846	0.0	2.779708130646282	8.443363446838081
GCA_900315035	2948	2923	2696	2780	2598	0.8480325644504748	8.548168249660787	5.698778833107191	11.87245590230665
GCA_900320805	2021	1997	1912	1860	1843	1.1875309252845125	5.393369619000494	7.966353290450272	8.807521029193468
GCA_900316145	2298	2261	2164	2166	2029	1.6100957354221062	5.831157528285465	5.7441253263707575	11.705831157528285
GCA_900316385	1707	1706	1621	1427	1575	0.05858230814294083	5.038078500292912	16.403046280023435	7.732864674868189
GCA_900320875	1738	1682	1642	1671	1479	3.222094361334868	5.523590333716916	3.855005753739931	14.902186421173763
GCA_900321265	1690	1662	1690	1558	1565	1.6568047337278107	0.0	7.8106508875739635	7.396449704142012
GCA_900314205	2123	2095	2123	1963	1937	1.31888836552049	0.0	7.536504945831371	8.761186999528968
GCA_900316415	2106	2058	2044	2050	2022	2.2792022792022792	2.9439696106362776	2.6590693257359925	3.9886039886039883
GCA_900318405	1833	1735	1736	1746	1721	5.346426623022368	5.291871249318058	4.746317512274959	6.110201854882706
GCA_900317835	2557	2516	2557	2379	2176	1.6034415330465388	0.0	6.961282753226437	14.90027375831052
GCA_900315635	2193	2182	2155	2128	2074	0.5015959872321021	1.7327861377108982	2.9639762881896945	5.426356589147287
GCA_900318735	2361	2299	2211	2207	2070	2.626005929690809	6.353240152477764	6.522659889877171	12.325285895806863
GCA_900314065	2506	2462	2506	2358	2283	1.7557861133280128	0.0	5.905826017557861	8.898643256185155
GCA_900318035	2078	2078	2078	1826	1832	0.0	0.0	12.127045235803656	11.838306063522618
GCA_900314545	2136	2104	2106	1980	1949	1.4981273408239701	1.4044943820224718	7.303370786516854	8.754681647940075
GCA_900320215	1960	1925	1863	1864	1773	1.7857142857142856	4.948979591836735	4.8979591836734695	9.540816326530614
GCA_900322165	1815	1793	1692	1716	1649	1.2121212121212122	6.776859504132231	5.454545454545454	9.146005509641872
GCA_900318515	2413	2369	2261	2310	2200	1.8234562784915043	6.299212598425196	4.268545379196022	8.827186075424782
GCA_900317855	1888	1868	1796	1625	1744	1.059322033898305	4.872881355932203	13.930084745762711	7.627118644067797
GCA_900316345	1937	1880	1878	1865	1670	2.942694889003614	3.0459473412493545	3.71708828084667	13.784202374806402
GCA_900316905	2619	2495	2619	2482	2353	4.7346315387552504	0.0	5.231004200076365	10.156548300878198
GCA_900318245	1973	1904	1889	1943	1779	3.4972123669538773	4.257475924987329	1.5205271160669032	9.83274201723264
GCA_900320715	2049	2008	2049	1938	1877	2.0009760858955588	0.0	5.417276720351391	8.39433870180576
GCA_900321325	2617	2588	2481	2534	2617	1.108139090561712	5.196790217806649	3.1715705005731754	0.0
GCA_900322055	1246	1203	1177	1176	1131	3.451043338683788	5.537720706260032	5.617977528089887	9.229534510433385
GCA_900314305	2181	2159	2052	2109	2181	1.008711600183402	5.914718019257221	3.3012379642365883	0.0
GCA_900316745	2287	2101	2250	2251	2060	8.132925229558372	1.6178399650196764	1.5741145605596851	9.925666812418015
GCA_900319605	2238	2175	2120	2141	2008	2.8150134048257374	5.272564789991064	4.334226988382484	10.277033065236818
GCA_900315315	3921	3826	3921	3670	3921	2.422851313440449	0.0	6.401428207090028	0.0
GCA_900317845	2059	1959	1945	1859	1949	4.856726566294318	5.536668285575522	9.713453132588636	5.342399222923749
GCA_900315835	2378	2224	2232	2344	2145	6.476030277544155	6.139613120269134	1.4297729184188395	9.798149705634987
GCA_900321955	1701	1661	1701	1569	1530	2.3515579071134627	0.0	7.760141093474426	10.052910052910052
GCA_900319705	2148	2096	2020	2068	2148	2.4208566108007448	5.95903165735568	3.7243947858473	0.0
GCA_900321135	1860	1828	1717	1807	1860	1.7204301075268817	7.688172043010753	2.849462365591398	0.0
GCA_900315485	2328	2322	2215	2207	2328	0.25773195876288657	4.853951890034365	5.197594501718213	0.0
GCA_900314345	2256	2201	2165	2138	2042	2.4379432624113475	4.033687943262412	5.2304964539007095	9.48581560283688
GCA_900317035	2345	2299	2218	2238	2345	1.9616204690831558	5.415778251599147	4.562899786780384	0.0
GCA_900313425	3159	3104	2980	2976	3159	1.741057296612852	5.666350110794555	5.7929724596391265	0.0
GCA_900317895	2530	2459	2405	2417	2293	2.806324110671937	4.940711462450593	4.466403162055336	9.367588932806324
GCA_900319755	1578	1548	1501	1461	1346	1.9011406844106464	4.879594423320659	7.41444866920152	14.702154626109
GCA_900313965	1800	1771	1641	1738	1561	1.6111111111111112	8.833333333333334	3.4444444444444446	13.277777777777777
GCA_900317715	2609	2538	2447	2453	2221	2.721349175929475	6.20927558451514	5.9793024147182825	14.871598313530088
GCA_900320845	1696	1639	1664	1651	1343	3.3608490566037736	1.8867924528301887	2.6533018867924527	20.81367924528302
GCA_900316405	2555	2494	2462	2282	2365	2.3874755381604698	3.639921722113503	10.684931506849315	7.436399217221135
GCA_900314975	2792	2659	2589	2691	2451	4.763610315186247	7.270773638968481	3.617478510028653	12.213467048710601
GCA_900320295	1934	1904	1826	1836	1757	1.5511892450879008	5.584281282316442	5.067218200620475	9.152016546018613
GCA_900316955	2471	2400	2368	2310	2471	2.8733306353702956	4.168352893565358	6.515580736543909	0.0
GCA_900316095	2381	2369	2244	2253	2381	0.503989920201596	5.753884922301554	5.375892482150357	0.0
GCA_900319285	2387	2330	2221	2257	2169	2.387934645999162	6.954335986594051	5.446166736489317	9.132802681189778
GCA_900313995	2186	2161	2034	2087	1987	1.1436413540713632	6.953339432753888	4.528819762122598	9.10338517840805
GCA_900319815	1934	1862	1769	1895	1729	3.722854188210962	8.531540847983454	2.016546018614271	10.599793174767322
GCA_900318375	3283	3215	3179	3129	3081	2.071276271702711	3.1678342978982634	4.690831556503198	6.152908924763936
GCA_900320735	875	875	837	759	797	0.0	4.3428571428571425	13.257142857142856	8.914285714285715
GCA_900319195	1686	1660	1600	1583	1686	1.542111506524318	5.100830367734282	6.109134045077106	0.0
GCA_900314965	2337	2317	2072	2298	1992	0.8557980316645273	11.339323919554985	1.6688061617458279	14.762516046213095
GCA_900316965	2038	1907	1932	2007	2038	6.427870461236507	5.20117762512267	1.521099116781158	0.0
GCA_900321855	1818	1782	1749	1725	1533	1.9801980198019802	3.7953795379537953	5.115511551155116	15.676567656765677
GCA_900318975	1116	1086	1063	1066	1009	2.6881720430107525	4.749103942652329	4.480286738351254	9.587813620071685
GCA_900314045	2420	2370	2311	2282	2420	2.066115702479339	4.5041322314049586	5.702479338842975	0.0
GCA_900321495	1944	1904	1836	1878	1715	2.05761316872428	5.555555555555555	3.3950617283950617	11.779835390946502
GCA_900316845	2025	1956	1952	1975	1877	3.4074074074074074	3.6049382716049383	2.4691358024691357	7.3086419753086425
GCA_900318845	1927	1897	1860	1839	1927	1.5568240788790866	3.476907109496627	4.566683964711987	0.0
GCA_900315115	2928	2836	2867	2739	2701	3.1420765027322406	2.083333333333333	6.454918032786885	7.752732240437159
GCA_900318415	1818	1788	1713	1754	1818	1.65016501650165	5.775577557755775	3.52035203520352	0.0
GCA_900316685	2584	2542	2452	2432	2357	1.6253869969040249	5.108359133126935	5.88235294117647	8.784829721362229
GCA_900314165	2466	2389	2338	2334	2300	3.1224655312246554	5.190592051905921	5.35279805352798	6.731549067315491
GCA_900313475	1798	1746	1722	1731	1590	2.8921023359288096	4.226918798665183	3.726362625139043	11.568409343715238
GCA_900315555	1665	1639	1613	1502	1665	1.5615615615615615	3.123123123123123	9.78978978978979	0.0
GCA_900317015	2353	2318	2259	2223	2087	1.4874628134296641	3.994900127496812	5.524861878453039	11.30471738206545
GCA_900315505	1892	1870	1719	1758	1672	1.1627906976744187	9.143763213530654	7.08245243128964	11.627906976744185
GCA_900314865	1239	1239	962	1121	1175	0.0	22.35673930589185	9.523809523809524	5.16545601291364
GCA_900317575	1240	1202	1199	1207	1090	3.064516129032258	3.306451612903226	2.661290322580645	12.096774193548388
GCA_900313485	1618	1604	1571	1582	1508	0.865265760197775	2.904820766378245	2.2249690976514214	6.798516687268233
GCA_900319515	2031	2003	1895	1920	2031	1.3786312161496799	6.696208764155588	5.465288035450517	0.0
GCA_900315345	2063	2031	1935	1991	1874	1.5511391177896268	6.204556471158507	3.49006301502666	9.161415414444983
GCA_900321755	1692	1662	1692	1593	1453	1.773049645390071	0.0	5.851063829787234	14.125295508274233
GCA_900314855	1651	1641	1535	1562	1651	0.6056935190793459	7.026044821320412	5.390672319806178	0.0
GCA_900313615	2353	2324	2353	2212	2119	1.2324691882702932	0.0	5.992350191245219	9.94475138121547
GCA_900314745	2105	2100	1879	1850	1880	0.23752969121140144	10.736342042755345	12.114014251781473	10.688836104513063
GCA_900318255	2693	2673	2652	2578	2693	0.7426661715558857	1.5224656516895656	4.270330486446342	0.0
GCA_900316395	1927	1903	1768	1804	1645	1.2454592631032693	8.251167618059158	6.382978723404255	14.634146341463413
GCA_900316485	1836	1801	1836	1656	1650	1.906318082788671	0.0	9.803921568627452	10.130718954248366
GCA_900320955	2216	2152	2080	2093	2013	2.888086642599278	6.137184115523466	5.550541516245487	9.160649819494585
GCA_900318275	1990	1981	1852	1895	1990	0.4522613065326633	6.934673366834171	4.773869346733668	0.0
GCA_900316995	1915	1905	1838	1890	1680	0.5221932114882507	4.02088772845953	1.3054830287206265	12.27154046997389
GCA_900314825	3095	2976	2923	2993	2778	3.8449111470113086	5.557350565428109	3.295638126009693	10.24232633279483
GCA_900313575	1385	1360	1297	1235	1249	1.8050541516245486	6.353790613718411	10.830324909747292	9.819494584837544
GCA_900317605	2017	1999	1887	1930	1829	0.8924144769459593	6.4452156668319285	4.313336638572137	9.32077342588002
GCA_900317785	2428	2428	2244	2218	2428	0.0	7.57825370675453	8.649093904448106	0.0
GCA_900316215	2338	2325	2297	2307	2338	0.5560307955517536	1.7536355859709154	1.3259195893926432	0.0
GCA_900321015	1905	1867	1823	1796	1706	1.9947506561679789	4.304461942257218	5.721784776902887	10.446194225721785
GCA_900316235	2181	2110	2109	2097	2122	3.255387436955525	3.3012379642365883	3.851444291609354	2.7051811095827603
GCA_900314215	2304	2254	2304	2143	2069	2.170138888888889	0.0	6.987847222222222	10.199652777777777
GCA_900318525	2581	2558	2581	2508	2336	0.8911274699728787	0.0	2.828361100348702	9.492444788841533
GCA_900319485	2190	2165	2100	2087	2190	1.141552511415525	4.10958904109589	4.703196347031963	0.0
GCA_900317135	1683	1668	1609	1630	1563	0.8912655971479502	4.396910279263221	3.1491384432560903	7.130124777183601
GCA_900319765	1711	1694	1613	1586	1576	0.9935710111046172	5.727644652250146	7.305669199298656	7.8901227352425485
GCA_900320085	2488	2401	2488	2384	2488	3.4967845659163985	0.0	4.180064308681672	0.0
GCA_900316245	1909	1882	1869	1771	1807	1.4143530644316398	2.095337873232059	7.228915662650602	5.34311157674175
GCA_900321865	963	945	930	934	865	1.8691588785046727	3.4267912772585665	3.011422637590862	10.176531671858775
GCA_900317465	2701	2701	2651	2583	2424	0.0	1.8511662347278788	4.368752313957793	10.255460940392446
GCA_900315145	2328	2285	2191	2164	2328	1.8470790378006874	5.88487972508591	7.0446735395189	0.0
GCA_900316585	2573	2568	2573	2491	2384	0.194325689856199	0.0	3.1869413136416633	7.345511076564322
GCA_900318655	2985	2929	2854	2884	2763	1.8760469011725294	4.388609715242882	3.38358458961474	7.4371859296482405
GCA_900321535	1227	1196	1164	1164	1093	2.526487367563162	5.134474327628362	5.134474327628362	10.920945395273025
GCA_900315695	2808	2769	2728	2723	2588	1.3888888888888888	2.849002849002849	3.027065527065527	7.834757834757834
GCA_900319395	2192	2160	2074	2081	2192	1.4598540145985401	5.383211678832116	5.063868613138686	0.0
GCA_900316635	1696	1671	1696	1612	1519	1.474056603773585	0.0	4.952830188679245	10.43632075471698
GCA_900317165	1512	1497	1474	1467	1512	0.992063492063492	2.513227513227513	2.976190476190476	0.0
GCA_900321365	1788	1743	1694	1697	1590	2.5167785234899327	5.257270693512305	5.089485458612975	11.073825503355705
GCA_900313985	2199	2171	2199	2077	1981	1.2733060482037288	0.0	5.547976352887677	9.913597089586174
GCA_900314515	2836	2807	2480	2704	2412	1.0225669957686883	12.552891396332862	4.65444287729196	14.950634696755994
GCA_900320725	1888	1841	1805	1788	1684	2.489406779661017	4.396186440677966	5.296610169491525	10.805084745762713
GCA_900315655	2208	2173	1994	2085	2208	1.585144927536232	9.692028985507246	5.570652173913043	0.0
GCA_900319525	2706	2670	2607	2325	2706	1.3303769401330376	3.6585365853658534	14.079822616407982	0.0
GCA_900314695	2177	2152	1940	2090	1882	1.148369315571888	10.886541111621497	3.99632521819017	13.550757923748277
GCA_900317225	2144	2103	2045	2048	1949	1.912313432835821	4.617537313432836	4.477611940298507	9.095149253731345
GCA_900318865	2103	1953	2014	1874	1851	7.132667617689016	4.232049453162149	10.889205896338563	11.982881597717546
GCA_900313745	2142	2087	2048	2048	1923	2.567693744164332	4.3884220354808585	4.3884220354808585	10.224089635854341
GCA_900314895	2041	2008	1961	1940	2041	1.6168544830965212	3.9196472317491424	4.948554630083293	0.0
GCA_900313125	1441	1407	1386	1368	1288	2.359472588480222	3.816793893129771	5.065926439972242	10.617626648161
GCA_900319645	2171	2164	2171	2130	2171	0.32243205895900506	0.0	1.8885306310456014	0.0
GCA_900317915	1694	1662	1694	1630	1694	1.8890200708382525	0.0	3.778040141676505	0.0
GCA_900318825	1848	1835	1767	1816	1717	0.7034632034632035	4.383116883116883	1.7316017316017316	7.088744588744589
GCA_900313515	1831	1784	1732	1736	1831	2.5669033315128345	5.406881485527035	5.188421627525942	0.0
GCA_900313925	1831	1788	1761	1699	1650	2.3484434735117423	3.823047515019115	7.209175314036045	9.885308574549427
GCA_900320485	2947	2904	2803	2825	2642	1.4591109602986088	4.886325076348829	4.139803189684424	10.349507974211063
GCA_900319165	2605	2572	2494	2522	2176	1.2667946257197698	4.2610364683301345	3.1861804222648753	16.468330134357007
GCA_900317515	2391	2368	2166	2364	2178	0.9619406106231703	9.410288582183187	1.1292346298619824	8.90840652446675
GCA_900321415	2113	2060	1943	2052	1879	2.5082820634169427	8.045433033601515	2.8868906767628966	11.074301940369145
GCA_900317945	2465	2442	2388	2329	2189	0.9330628803245435	3.123732251521298	5.517241379310345	11.196754563894523
GCA_900317745	2161	2141	2077	2043	2024	0.9254974548819991	3.8870893105043964	5.460434983803795	6.339657565941693
GCA_900320205	2074	2019	2074	1946	2074	2.651880424300868	0.0	6.171648987463838	0.0
GCA_900313175	1493	1451	1422	1444	1493	2.813127930341594	4.755525787006029	3.2819825853985263	0.0
GCA_900315855	1764	1724	1706	1670	1764	2.2675736961451247	3.2879818594104306	5.328798185941043	0.0
GCA_900313505	1534	1516	1473	1473	1534	1.1734028683181226	3.9765319426336374	3.9765319426336374	0.0
GCA_900315595	2189	2183	2019	1997	2189	0.27409776153494747	7.766103243490178	8.771128369118319	0.0
GCA_900316285	2923	2803	2780	2759	2734	4.1053711939787885	4.8922340061580565	5.610673965104345	6.465959630516592
GCA_900315455	3882	3656	3882	3793	3882	5.821741370427615	0.0	2.2926326635754766	0.0
GCA_900319745	2406	2369	2282	2289	2406	1.5378221113881962	5.15378221113882	4.86284289276808	0.0
GCA_900317525	1773	1729	1762	1675	1608	2.481669486745629	0.6204173716864072	5.527354765933446	9.30626057529611
GCA_900316325	2382	2341	2304	2286	2153	1.7212426532325777	3.27455919395466	4.030226700251889	9.613769941225861
GCA_900318075	1200	1188	1170	1144	1200	1.0	2.5	4.666666666666667	0.0
GCA_900319505	1533	1498	1424	1441	1533	2.28310502283105	7.110241356816699	6.001304631441617	0.0
GCA_900315215	1651	1651	1632	1629	1651	0.0	1.150817686250757	1.3325257419745609	0.0
GCA_900313865	1451	1426	1379	1342	1294	1.722949689869056	4.962095106822881	7.512060647829083	10.82012405237767
GCA_900320425	1184	1156	1121	1103	1184	2.364864864864865	5.320945945945946	6.841216216216216	0.0
GCA_900318795	2358	2307	2215	2196	2358	2.1628498727735366	6.064461407972859	6.870229007633588	0.0
GCA_900314455	1998	1970	1952	1890	1701	1.4014014014014013	2.3023023023023024	5.405405405405405	14.864864864864865
GCA_900316435	2043	1991	1921	1961	2043	2.5452765540871267	5.97161037689672	4.013705335291238	0.0
GCA_900321125	2166	2134	2058	2055	1956	1.477377654662973	4.986149584487535	5.124653739612189	9.695290858725762
GCA_900320635	1724	1679	1610	1625	1565	2.6102088167053363	6.612529002320186	5.74245939675174	9.222737819025523
GCA_900318195	2883	2851	2883	2758	2650	1.1099549080818591	0.0	4.335761359694763	8.081859174471036
GCA_900320925	1628	1596	1545	1552	1481	1.9656019656019657	5.098280098280098	4.668304668304668	9.02948402948403
GCA_900320675	1605	1526	1477	1505	1413	4.922118380062305	7.975077881619938	6.230529595015576	11.962616822429908
GCA_900313295	1381	1358	1381	1324	1236	1.66545981173063	0.0	4.127443881245474	10.499637943519188
GCA_900321225	1909	1879	1909	1816	1909	1.5715034049240442	0.0	4.871660555264536	0.0
GCA_900316125	1812	1734	1812	1722	1812	4.304635761589404	0.0	4.966887417218543	0.0
GCA_900321725	2102	2090	1911	1968	1778	0.570884871550904	9.086584205518554	6.374881065651761	15.413891531874405
GCA_900318475	2326	2230	2266	2253	2040	4.12725709372313	2.5795356835769563	3.1384350816852966	12.29578675838349
GCA_900320415	1498	1472	1410	1433	1498	1.7356475300400533	5.874499332443257	4.339118825100133	0.0
GCA_900317445	2262	2190	2148	2140	2032	3.183023872679045	5.039787798408488	5.393457117595048	10.167992926613616
GCA_900321595	1922	1891	1922	1826	1743	1.6129032258064515	0.0	4.994797086368366	9.31321540062435
GCA_900319055	2105	2083	2105	2013	2105	1.0451306413301662	0.0	4.370546318289787	0.0
GCA_900317155	3127	2984	2917	3071	2758	4.573073233130796	6.715701950751519	1.7908538535337384	11.800447713463383
GCA_900315085	1775	1754	1775	1725	1557	1.1830985915492958	0.0	2.8169014084507045	12.281690140845072
GCA_900316915	1867	1832	1771	1719	1748	1.8746652383502946	5.141938939475094	7.927155865024103	6.373861810391002
GCA_900321185	820	791	762	774	820	3.536585365853658	7.073170731707316	5.609756097560976	0.0
GCA_900317205	1812	1772	1744	1749	1812	2.207505518763797	3.7527593818984544	3.47682119205298	0.0
GCA_900320895	1613	1591	1513	1531	1613	1.3639181649101055	6.199628022318661	5.083694978301303	0.0
GCA_900313795	1519	1491	1519	1439	1385	1.8433179723502304	0.0	5.266622778143516	8.821593153390388
GCA_900320565	2151	2134	2070	2077	2151	0.7903300790330079	3.765690376569038	3.4402603440260346	0.0
GCA_900315225	4558	4462	4371	4381	4095	2.106186924089513	4.102676612549364	3.8832821412900396	10.157964019306712
GCA_900316645	2477	2461	2335	2386	2190	0.6459426725878078	5.732741219216794	3.673798950343157	11.586596689543804
GCA_900313895	1928	1886	1847	1822	1738	2.1784232365145226	4.2012448132780085	5.4979253112033195	9.854771784232366
GCA_900316475	2790	2752	2646	2704	2621	1.3620071684587813	5.161290322580645	3.0824372759856633	6.057347670250897
GCA_900315805	1815	1782	1779	1762	1638	1.8181818181818181	1.9834710743801653	2.9201101928374653	9.75206611570248
GCA_900319945	1767	1737	1694	1650	1767	1.697792869269949	4.13129598189021	6.621392190152801	0.0
GCA_900316705	1777	1736	1689	1654	1777	2.3072594259988746	4.952166572875633	6.921778277996624	0.0
GCA_900321165	1784	1784	1681	1727	1676	0.0	5.773542600896861	3.195067264573991	6.053811659192825
GCA_900319545	2156	2134	2037	2016	2156	1.0204081632653061	5.51948051948052	6.493506493506493	0.0
GCA_900318325	1935	1878	1882	1820	1753	2.945736434108527	2.739018087855297	5.943152454780361	9.405684754521964
GCA_900313465	1149	1112	1091	1076	1033	3.2201914708442123	5.047867711053089	6.353350739773717	10.095735422106179
GCA_900315425	1883	1880	1568	1850	1481	0.15932023366967604	16.728624535315987	1.7525225703664364	21.34891131173659
GCA_900314355	2007	1997	1952	1975	1844	0.4982561036372696	2.7404085700049827	1.5944195316392624	8.121574489287493
GCA_900316195	2096	2087	1832	1975	1806	0.42938931297709926	12.595419847328243	5.772900763358779	13.835877862595419
GCA_900321475	1742	1708	1653	1639	1742	1.951779563719862	5.109070034443168	5.912743972445465	0.0
GCA_900315325	2661	2644	2595	2637	2503	0.6388575723412251	2.480270574971815	0.9019165727170236	5.937617437053739
GCA_900315915	2773	2721	2629	2632	2560	1.875225387666787	5.192931842769564	5.084745762711865	7.681211684096646
GCA_900321305	1565	1539	1453	1479	1565	1.6613418530351438	7.156549520766774	5.49520766773163	0.0
GCA_900319155	1755	1728	1755	1708	1535	1.5384615384615385	0.0	2.678062678062678	12.535612535612536
GCA_900313185	1239	1222	1139	1186	1107	1.3720742534301855	8.071025020177562	4.277643260694108	10.653753026634384
GCA_900316515	2098	2053	2098	2048	1743	2.144899904671115	0.0	2.3832221163012393	16.920877025738797
GCA_900317055	2955	2944	2955	2888	2955	0.3722504230118443	0.0	2.267343485617597	0.0
GCA_900313145	1851	1799	1748	1776	1722	2.8092922744462454	5.564559697460832	4.051863857374392	6.9692058346839545
GCA_900320005	2512	2460	2386	2380	2512	2.0700636942675157	5.015923566878981	5.254777070063694	0.0
GCA_900320375	2274	2266	2152	2195	2274	0.3518029903254178	5.364995602462621	3.4740545294635004	0.0
GCA_900320775	1986	1809	1986	1812	1986	8.91238670694864	0.0	8.761329305135952	0.0
GCA_900322075	3580	3515	3412	3400	3258	1.8156424581005588	4.692737430167598	5.027932960893855	8.994413407821229
GCA_900316885	2610	2540	2425	2454	2315	2.681992337164751	7.088122605363985	5.977011494252873	11.302681992337165
GCA_900317865	2078	2051	1986	1975	1973	1.2993262752646775	4.427333974975938	4.956689124157844	5.0529355149181905
GCA_900315335	1884	1851	1884	1784	1884	1.7515923566878981	0.0	5.3078556263269645	0.0
GCA_900318055	1305	1279	1248	1244	1223	1.992337164750958	4.3678160919540225	4.674329501915709	6.283524904214559
GCA_900317795	2648	2581	2464	2513	2412	2.5302114803625377	6.948640483383686	5.098187311178248	8.91238670694864
GCA_900314475	1607	1577	1526	1555	1607	1.8668326073428747	5.040448039825762	3.2358431860609835	0.0
GCA_900320345	2485	2409	2381	2406	2165	3.058350100603622	4.185110663983903	3.1790744466800804	12.877263581488934
GCA_900320705	2179	2142	2129	2064	1943	1.698026617714548	2.2946305644791187	5.277650298301973	10.83065626434144
GCA_900320265	2052	1999	1957	1967	1815	2.582846003898635	4.62962962962963	4.1423001949317735	11.549707602339181
GCA_900315055	2771	2726	2636	2648	2409	1.623962468422952	4.871887405268856	4.4388307470227355	13.063875857091304
GCA_900316045	2210	2192	2069	2121	2210	0.8144796380090499	6.380090497737556	4.027149321266968	0.0
GCA_900320665	1852	1794	1671	1795	1667	3.131749460043196	9.773218142548597	3.077753779697624	9.989200863930886
GCA_900320445	2123	2093	2005	1952	2123	1.4130946773433821	5.558172397550636	8.054639660857276	0.0
GCA_900313945	2185	2166	2105	2095	2185	0.8695652173913043	3.6613272311212817	4.118993135011442	0.0
GCA_900319925	2568	2542	2400	2486	2568	1.0124610591900312	6.5420560747663545	3.1931464174454827	0.0
GCA_900315435	2629	2571	2457	2441	2386	2.206162038798022	6.542411563332065	7.151007987828072	9.243058197033092
GCA_900316665	1900	1888	1827	1872	1691	0.631578947368421	3.8421052631578947	1.4736842105263157	11.0
GCA_900320825	2672	2620	2546	2547	2672	1.9461077844311379	4.715568862275449	4.67814371257485	0.0
GCA_900314335	2139	2111	2013	1976	1928	1.3090229079008884	5.890603085553997	7.620383356708742	9.86442262739598
GCA_900319695	2502	2481	2228	2372	2270	0.8393285371702638	10.951239008792966	5.1958433253397285	9.272581934452438
GCA_900322035	2475	2359	2369	2055	2281	4.686868686868687	4.282828282828283	16.969696969696972	7.838383838383839
GCA_900321785	2201	2176	2088	2075	1952	1.1358473421172195	5.134029986369832	5.724670604270786	11.313039527487506
GCA_900321605	2014	1948	1974	1976	1874	3.277060575968222	1.9860973187686197	1.8867924528301887	6.951340615690168
GCA_900320645	1768	1717	1665	1674	1598	2.8846153846153846	5.82579185520362	5.316742081447964	9.615384615384617
GCA_900321465	2755	2684	2755	2668	2755	2.577132486388385	0.0	3.1578947368421053	0.0
GCA_900320365	2341	2287	2237	2181	2185	2.3067065356685177	4.442545920546775	6.834686031610423	6.663818880820162
GCA_900314055	2011	1976	1923	1905	1800	1.74042764793635	4.375932371954252	5.271009448035803	10.492292391844853
GCA_900317295	1448	1400	1320	1394	1448	3.314917127071823	8.83977900552486	3.7292817679558015	0.0
GCA_900315095	2817	2659	2817	2717	2469	5.608803691870785	0.0	3.549875754348598	12.35356762513312
GCA_900313225	2233	2189	2136	2125	2037	1.9704433497536946	4.343931930138827	4.83654276757725	8.77742946708464
GCA_900319575	1924	1885	1852	1822	1780	2.027027027027027	3.7422037422037424	5.301455301455301	7.484407484407485
GCA_900314385	1967	1895	1856	1858	1792	3.6603965429588206	5.643111337061515	5.541433655312659	8.896797153024911
GCA_900313635	1795	1744	1717	1687	1581	2.841225626740947	4.345403899721449	6.016713091922005	11.92200557103064
GCA_900318555	2726	2636	2726	2630	2506	3.301540719002201	0.0	3.521643433602348	8.070432868672047
GCA_900320695	2355	2314	2355	2290	2024	1.7409766454352442	0.0	2.7600849256900215	14.0552016985138
GCA_900319175	2742	2713	2742	2670	2742	1.0576221735959153	0.0	2.62582056892779	0.0
GCA_900322085	1937	1859	1848	1762	1937	4.026845637583892	4.594734124935467	9.034589571502323	0.0
GCA_900318925	2978	2863	2842	2855	2683	3.8616521155137673	4.5668233713901945	4.130288784419074	9.905977165883142
GCA_900320385	1533	1455	1474	1425	1391	5.088062622309197	3.8486627527723414	7.045009784735812	9.262883235485974
GCA_900315395	2144	2121	2068	2056	1850	1.0727611940298507	3.544776119402985	4.104477611940299	13.712686567164178
GCA_900317665	2221	2212	2221	2109	2221	0.40522287257991896	0.0	5.042773525438991	0.0
GCA_900319995	2235	2171	2144	2104	2235	2.8635346756152127	4.0715883668903805	5.861297539149888	0.0
GCA_900317375	2745	2719	2600	2484	2304	0.9471766848816029	5.2823315118397085	9.508196721311474	16.065573770491802
GCA_900321765	1745	1668	1745	1644	1569	4.412607449856734	0.0	5.787965616045845	10.085959885386819
GCA_900319855	1758	1755	1639	1705	1505	0.17064846416382254	6.769055745164961	3.0147895335608648	14.391353811149033
GCA_900314765	2015	1969	1960	1960	1863	2.28287841191067	2.729528535980149	2.729528535980149	7.543424317617867
GCA_900317635	1923	1885	1840	1763	1614	1.9760790431617263	4.316172646905876	8.320332813312532	16.06864274570983
GCA_900317195	2633	2633	2573	2462	2633	0.0	2.278769464489176	6.494492973794151	0.0
GCA_900313595	2535	2488	2423	2429	2300	1.854043392504931	4.418145956607495	4.181459566074951	9.270216962524655
GCA_900317405	2176	2169	2176	2066	2176	0.3216911764705882	0.0	5.05514705882353	0.0
GCA_900320135	1597	1544	1524	1503	1469	3.3187226048841576	4.571070757670633	5.886036318096431	8.015028177833438
GCA_900315905	2856	2802	2856	2752	2856	1.8907563025210083	0.0	3.6414565826330536	0.0
GCA_900314245	2159	2105	2038	1954	1978	2.5011579434923576	5.604446503010653	9.495136637332099	8.383510884668828
GCA_900321665	1564	1536	1482	1472	1419	1.7902813299232736	5.242966751918159	5.88235294117647	9.271099744245523
GCA_900317085	1776	1723	1776	1747	1776	2.9842342342342345	0.0	1.6328828828828827	0.0
